id,xxx,gene
1,XXX,A_100 100
10,XXX,B_91 91
100,XXX,D_72 72
1000,XXX,H_44 44
10000,XXX,P_25 25
100000,XXX,AD_19 19
1000000,XXX,AV_12 12
10000000,XXX,BV_11 11
100000000,XXX,CZ_9 9
1000000000,XXX,FC_2 2
10000000000,XXX,FT_1 1
100000001,XXX,EF_7 7
100000002,XXX,EI_1 1
1000000020,XXX,FU_1 1
1000000021,XXX,GO_1 1
1000001,XXX,AW_7 7
1000002,XXX,CW_1 1
10000020,XXX,EB_1 1
100001,XXX,AE_6 6
1000010,XXX,BZ_2 2
10000100,XXX,AX_4 4
100002,XXX,DE_1 1
1000020,XXX,BX_6 6
10001,XXX,AF_17 17
100010,XXX,Q_19 19
1000100,XXX,AZ_14 14
10001000,XXX,CD_11 11
100010000,XXX,DH_7 7
1000100000,XXX,FX_3 3
1000100001,XXX,FZ_1 1
10001000010,XXX,AA_1 1
10002,XXX,C_9 9
100020,XXX,BD_9 9
1000200,XXX,FF_2 2
100021,XXX,DB_5 5
100022,XXX,EJ_3 3
10003,XXX,AQ_1 1
1001,XXX,I_28 28
10010,XXX,AI_4 4
100100,XXX,BL_4 4
10011,XXX,ES_2 2
100110,XXX,DN_6 6
100111,XXX,BA_3 3
1002,XXX,R_14 14
1003,XXX,S_14 14
10030,XXX,BW_1 1
100300,XXX,CN_2 2
1003000,XXX,EG_2 2
1004,XXX,CH_8 8
10040,XXX,FJ_4 4
100400,XXX,BI_3 3
10041,XXX,CJ_2 2
1005,XXX,BF_3 3
1006,XXX,CV_2 2
10060,XXX,EC_1 1
100600,XXX,FB_5 5
1006000,XXX,BG_1 1
1007,XXX,DA_2 2
10070,XXX,DI_4 4
10071,XXX,CF_2 2
100710,XXX,CM_2 2
100711,XXX,FW_1 1
1008,XXX,DD_1 1
101,XXX,E_19 19
1010,XXX,J_15 15
10100,XXX,T_9 9
101000,XXX,AH_10 10
1010000,XXX,DZ_2 2
101001,XXX,AL_7 7
101002,XXX,BH_6 6
101003,XXX,L_3 3
1010030,XXX,AN_4 4
1010031,XXX,K_4 4
101004,XXX,BO_1 1
10101,XXX,U_6 6
10102,XXX,CT_3 3
101020,XXX,AM_2 2
101021,XXX,AP_2 2
1011,XXX,BT_1 1
10110,XXX,AJ_9 9
1012,XXX,DT_1 1
10120,XXX,FR_4 4
10121,XXX,BY_1 1
101210,XXX,BM_3 3
102,XXX,V_3 3
1020,XXX,DQ_1 1
1021,XXX,FP_1 1
103,XXX,GI_2 2
1030,XXX,EL_6 6
1031,XXX,BR_1 1
104,XXX,FA_1 1
105,XXX,GQ_1 1
1050,XXX,FK_2 2
1051,XXX,DV_1 1
10510,XXX,FE_1 1
11,XXX,F_5 5
110,XXX,X_2 2
1100,XXX,GJ_2 2
1101,XXX,EO_1 1
12,XXX,AR_1 1
120,XXX,AO_2 2
1200,XXX,DL_1 1
13,XXX,BQ_1 1
130,XXX,M_2 2
